source,target,song_id,song_title,year,album
12437,14019,92120,4 Coins de la France,,Single
12437,26148,92120,4 Coins de la France,,Single
12437,14366,92120,4 Coins de la France,,Single
2169,14798,2390359,1-2,2014,Single
2169,16080,151340,7h à Toulouse,2013,Single
2169,632640,2393351,À nous de jouer,,Single
2169,57071,2393355,Comme avant,,Single
16080,2222,62421,Cypher d’Sifoor,,Single
2169,503038,2363934,Enfant du Monde,2011,Single
14798,14857,5527079,Gros cailloux (Remix),2009,Single
8433,27457,3320272,I Loved You,2008,Single
33304,2190551,5455821,La planète des kickeurs,2016,Single
33304,665231,5455821,La planète des kickeurs,2016,Single
33304,377603,5455821,La planète des kickeurs,2016,Single
33304,28142,5455821,La planète des kickeurs,2016,Single
33304,640429,5455821,La planète des kickeurs,2016,Single
2169,16613,63840,Ouvre les yeux,,Single
2169,1684,70068,Puzzle,,Single
2169,2168,5138,The Good Die Young (Remix),,Single
2169,2167,5138,The Good Die Young (Remix),,Single
1894477,14724,9850990,10h du mat’,2024,Single
1894477,324313,9850990,10h du mat’,2024,Single
1894477,141989,11281801,À la bonne franquette,,Single
498406,1265,8915615,A TRAUMA Freestyle,2023,Single
498406,580259,8915615,A TRAUMA Freestyle,2023,Single
498406,8659,8915615,A TRAUMA Freestyle,2023,Single
498406,2078841,8915615,A TRAUMA Freestyle,2023,Single
1894477,21841,9807543,Colorier des HLM,2023,Single
1894477,1852283,7823662,Demain ça ira,2022,Single
1894477,2757016,9784856,Étoiles et satellites,2024,Single
1894477,644957,8870492,Finir sourd,2023,Single
2931359,1514822,7332695,Freestyle 386 LAB,2021,Single
2931359,2641941,7332695,Freestyle 386 LAB,2021,Single
2931359,16833,7332695,Freestyle 386 LAB,2021,Single
2931359,2022118,7332695,Freestyle 386 LAB,2021,Single
2931359,324273,7332695,Freestyle 386 LAB,2021,Single
2931359,342443,7332695,Freestyle 386 LAB,2021,Single
2931359,2071488,7332695,Freestyle 386 LAB,2021,Single
65817,496984,9695810,Grünt #59,2023,Single
65817,1835541,11372975,Grünt #69,2025,Single
65817,1200843,11372975,Grünt #69,2025,Single
65817,3972316,11372975,Grünt #69,2025,Single
65817,18035,11372975,Grünt #69,2025,Single
65817,659508,11372975,Grünt #69,2025,Single
1894477,4321187,11490433,Le chant des oiseaux,2025,Single
1894477,1622324,7163622,Les préférés de la cantinière,2021,Single
1894477,995091,9850998,Par la fenêtre,2024,Single
1894477,147487,8480956,Pire ou mieux,2022,Single
1114384,1256602,7593991,Red Bull Spinner #8,2022,Single
1894477,1276822,11490424,Rendez-vous,2025,Single
639298,1947,11353961,Sac plastique,2025,Single
639298,1246570,11353961,Sac plastique,2025,Single
639298,3169273,11353961,Sac plastique,2025,Single
1894477,1584811,8108462,Sueur & Sang,2022,Single
1894477,93818,8870506,Trucs sentimentaux,2023,Single
1894477,244692,8733437,Victor Osimhen,2023,Single
1843409,153477,9258787,22h22,2023,Single
17103,211545,4916796,Animal nocturne,2019,Single
1883,1431,396031,Block to the future,2014,Single
153477,308564,7741775,Brûle,2022,Single
14806,354674,11104325,CENT FOIS,2024,Single
1228031,25569,7989606,Chicha ski nautique,2022,Single
13508,556079,5240572,CIGARETTES,2020,Single
997713,16163,7342334,De la sauvagerie dans l’art,2021,Single
17103,1325278,4916801,Dernier voyage,2019,Single
1265,147321,5962776,Grand dla tess,2020,Single
17103,75160,4916798,iRobot,2019,Single
997713,17103,7345596,Je suis,2021,Single
234413,1444864,7347315,Journée,2021,Single
324313,27122,11567174,La Vie En Rose,2021,Single
1011334,933047,5580926,Low Life,2020,Single
996826,1212452,5937724,Malfaiteurs,2020,Single
1247832,638160,4445244,Matin,2019,Single
324313,1107387,11566917,Never Coming Back,2021,Single
1098200,2252,6801061,PARADIS BLEU,2021,Single
1228031,5464,7968961,Sacrifices,2022,Single
1228031,14877,7968961,Sacrifices,2022,Single
17103,790419,4916799,Sakura,2019,Single
1005404,1011334,6447508,SIGNES,2021,Single
308564,515323,6911342,STUNTMEN,2021,Single
2455,1927147,10114108,Tant pis,2024,Single
14799,12548,59021,10g De Swagg,,Single
13944,39291,2382444,Eech vs Billy Bats,2012,Single
14388,14799,1741754,Freestyle Skyrock (21/04/2015),2015,Single
14388,1963,1741754,Freestyle Skyrock (21/04/2015),2015,Single
16990,24451,3325834,La formule,2017,Single
16782,16781,64313,Ne viens pas dans mon south,,Single
2219665,14369,5527054,"Sex, Money & Drugs - All Stars",2013,Single
2219665,40899,5527054,"Sex, Money & Drugs - All Stars",2013,Single
2219665,41623,5527054,"Sex, Money & Drugs - All Stars",2013,Single
2219665,53888,5527054,"Sex, Money & Drugs - All Stars",2013,Single
2219665,18447,5527054,"Sex, Money & Drugs - All Stars",2013,Single
2219665,25313,5527054,"Sex, Money & Drugs - All Stars",2013,Single
2219665,1986,5527054,"Sex, Money & Drugs - All Stars",2013,Single
15408,1679140,9176725,Toulouse connexion,,Single
15408,1679139,9176725,Toulouse connexion,,Single
15408,1679138,9176725,Toulouse connexion,,Single
15408,1679137,9176725,Toulouse connexion,,Single
15408,1679136,9176725,Toulouse connexion,,Single
15408,598041,9176725,Toulouse connexion,,Single
15408,1679135,9176725,Toulouse connexion,,Single
15408,1679134,9176725,Toulouse connexion,,Single
15408,1679133,9176725,Toulouse connexion,,Single
15408,2476999,9176725,Toulouse connexion,,Single
16080,1262521,3324301,Gratter,2017,Single
14019,32730,2396086,2 étoiles 5 numéros,,Single
2393526,1908271,10524796,3X Filtré Vol.3,2024,Single
2393526,1145156,10524796,3X Filtré Vol.3,2024,Single
2393526,592381,10524796,3X Filtré Vol.3,2024,Single
2393526,271561,10524796,3X Filtré Vol.3,2024,Single
2393526,1059759,10524796,3X Filtré Vol.3,2024,Single
3190656,1260,8061790,94 Airlines,2022,Single
3190656,1954227,8061790,94 Airlines,2022,Single
3190656,26663,8061790,94 Airlines,2022,Single
3190656,325073,8061790,94 Airlines,2022,Single
3190656,2406499,8061790,94 Airlines,2022,Single
3190656,16336,8061790,94 Airlines,2022,Single
1273,69151,243226,94 c’est le Barça Remix,2013,Single
62686,340788,2337673,A demi mot,2015,Single
12339,15237,61146,All Access,2011,Single
14019,985097,3142138,Appelez Les Handak,2017,Single
59247,66466,5297491,Arabian Bad Girl,2014,Single
1507,14021,56835,Arabia (Remix All Stars),2011,Single
1507,1877,56835,Arabia (Remix All Stars),2011,Single
1507,2455,56835,Arabia (Remix All Stars),2011,Single
1507,1375,56835,Arabia (Remix All Stars),2011,Single
1507,14020,56835,Arabia (Remix All Stars),2011,Single
1507,11626,56835,Arabia (Remix All Stars),2011,Single
1507,1876,56835,Arabia (Remix All Stars),2011,Single
1507,12302,56835,Arabia (Remix All Stars),2011,Single
11417,1286,96492,Boombadeing (Remix),2012,Single
15237,14071,81496,Canette (Remix),2012,Single
15237,16981,81496,Canette (Remix),2012,Single
3190656,11417,9184123,Chez nous,,Single
3190656,1174310,9184123,Chez nous,,Single
27976,6670,2153543,Classico,2015,Single
98838,13232,353323,Comme à l’usine,2014,Single
161758,618192,4465612,Déter,2015,Single
161758,65221,4465612,Déter,2015,Single
161758,13898,4465612,Déter,2015,Single
161758,17080,4465612,Déter,2015,Single
161758,1964,4465612,Déter,2015,Single
161758,33308,4465612,Déter,2015,Single
161758,158313,4465612,Déter,2015,Single
161758,14828,4465612,Déter,2015,Single
2044468,1890143,5797838,Elle a dit oui,2020,Single
27592,673990,3341039,Elle m’a rendu bête,2016,Single
987381,1055872,5579358,Joséphine,2016,Single
14019,1706,109185,Juste un instant,,Single
14019,1036290,3854054,La danse des tchoins,2018,Single
6670,1702158,8852561,Lahuiss - Remix,2023,Single
6670,2348616,8852561,Lahuiss - Remix,2023,Single
6670,3449576,8852561,Lahuiss - Remix,2023,Single
40899,14103,66080,Les 5 fantastiques,,Single
14019,17113,105793,Les Fables Hors-série 3 : Triumfamilia,2012,Single
14019,271495,62862,Les Fables Volume 2,,Single
14019,17114,65098,Les Fables Volume 4,2012,Single
613661,1623377,2466291,Les Lions de la casse,2016,Single
613661,30126,2466291,Les Lions de la casse,2016,Single
613661,615524,2466291,Les Lions de la casse,2016,Single
613661,326871,2466291,Les Lions de la casse,2016,Single
613661,140533,2466291,Les Lions de la casse,2016,Single
62686,2125066,5791174,L’italienne,2020,Single
985097,64330,2829834,Mam’Zelle,2016,Single
62686,15683,1867932,Miss vilaine,2015,Single
979108,1024097,7646059,On fout le zbeul,2018,Single
979108,1024093,7646059,On fout le zbeul,2018,Single
14019,1875,224041,On se connaît au village (Remix),2013,Single
1033848,289961,4455134,Pousse-toi,2019,Single
2939584,11648,7354552,Provoquer,2017,Single
2939584,1881747,7354552,Provoquer,2017,Single
2939584,329863,7354552,Provoquer,2017,Single
1552188,639124,3828461,Rentre dans le Cercle - Saison 2 : Épisode 4,2018,Single
1552188,1282346,3828461,Rentre dans le Cercle - Saison 2 : Épisode 4,2018,Single
1552188,1525749,3828461,Rentre dans le Cercle - Saison 2 : Épisode 4,2018,Single
1552188,1338578,3828461,Rentre dans le Cercle - Saison 2 : Épisode 4,2018,Single
1552188,1526576,3828461,Rentre dans le Cercle - Saison 2 : Épisode 4,2018,Single
1552188,1205752,3828461,Rentre dans le Cercle - Saison 2 : Épisode 4,2018,Single
1552188,2578465,3828461,Rentre dans le Cercle - Saison 2 : Épisode 4,2018,Single
1552188,3391097,3828461,Rentre dans le Cercle - Saison 2 : Épisode 4,2018,Single
17713,37209,307437,#31 “2000#”,2013,Single
17713,81671,307437,#31 “2000#”,2013,Single
17713,15862,307437,#31 “2000#”,2013,Single
17713,15430,307437,#31 “2000#”,2013,Single
17713,114246,307437,#31 “2000#”,2013,Single
17713,40120,307437,#31 “2000#”,2013,Single
17713,16138,307437,#31 “2000#”,2013,Single
153477,682393,5320572,Bruce Wayne,2020,Single
153477,74111,5320577,B!tch,2020,Single
153477,335885,6042785,Captain Morgan*,,Single
153477,1634705,5320579,Dégaine,2020,Single
153477,527148,1790856,En force,2015,Single
72710,592670,11499586,FREE CONGO,2025,Single
72710,45855,11499586,FREE CONGO,2025,Single
153477,816694,3164882,Freestyle Couvre Feu,2017,Single
65817,15330,2333816,Grünt #26,2015,Single
65817,14648,2333816,Grünt #26,2015,Single
153477,2867423,7741786,Hasta el Cielo,2022,Single
466514,1929073,9686446,HELLO,2023,Single
630518,276476,10546644,Juste une minute,2024,Single
37209,18542,8366423,La route,2015,Single
153477,17454,701247,Le contrôle,2015,Single
153477,329077,703445,L’oiseau rare,2015,Single
682393,3336375,10951638,Malcom X,2024,Single
153477,183940,5320570,Mauvaise humeur,2020,Single
60891,165982,610298,Outro,2014,Single
60891,146430,610298,Outro,2014,Single
60891,41297,610298,Outro,2014,Single
60891,61564,610298,Outro,2014,Single
60891,60893,610298,Outro,2014,Single
60891,165981,610298,Outro,2014,Single
60891,144409,610298,Outro,2014,Single
60891,162014,610298,Outro,2014,Single
60891,19547,610298,Outro,2014,Single
153477,466514,7741761,POP,2022,Single
1552188,246691,3327257,Rentre dans le Cercle - Épisode 9,2017,Single
1552188,548307,3327257,Rentre dans le Cercle - Épisode 9,2017,Single
1552188,1264794,3327257,Rentre dans le Cercle - Épisode 9,2017,Single
1552188,309164,3327257,Rentre dans le Cercle - Épisode 9,2017,Single
12437,1156641,92120,4 Coins de la France,,Single
12437,26147,92120,4 Coins de la France,,Single
12437,2169,92120,4 Coins de la France,,Single
14724,13062,8733295,50 euros,2023,Single
14724,2374425,11982873,À chaque feu,2025,Single
14724,13711,4991503,After,2019,Single
14724,1042053,6467161,Ambition Freestyle #2,2021,Single
14724,693078,6612204,Amiga,2021,Single
14724,234413,8733227,A qui la faute,2023,Single
14724,15000,2346543,Attends 2min,2015,Single
15788,1247832,4789725,Autour de moi,2019,Single
14724,1009678,5304108,Avant l’heure,2020,Single
15427,19551,2251447,Bande de putain (Remix),2011,Single
15427,20136,2251447,Bande de putain (Remix),2011,Single
15427,18876,2251447,Bande de putain (Remix),2011,Single
15427,335907,2251447,Bande de putain (Remix),2011,Single
2734159,11650,8733610,Bastos,2023,Single
584339,245331,2833937,Bim Bim,2016,Single
14724,57657,4339781,Bomayé,2019,Single
577929,2170115,5405039,Braquage à l’africaine 2,2012,Single
577929,11649,5405039,Braquage à l’africaine 2,2012,Single
577929,4893,5405039,Braquage à l’africaine 2,2012,Single
14724,399005,11982869,Cinderella,2025,Single
14724,11499,70927,Dans ton kwaah (Remix),2012,Single
14724,2223,70927,Dans ton kwaah (Remix),2012,Single
14724,1946,70927,Dans ton kwaah (Remix),2012,Single
14724,1933909,11982874,Dounia,2025,Single
14724,128813,6484245,Fils 2,2021,Single
14724,12085,95459,Freestyle Hall Stars,2010,Single
14724,27312,95459,Freestyle Hall Stars,2010,Single
14724,14949,95459,Freestyle Hall Stars,2010,Single
14724,23385,95459,Freestyle Hall Stars,2010,Single
14724,14693,95459,Freestyle Hall Stars,2010,Single
14724,27313,95459,Freestyle Hall Stars,2010,Single
14724,1661998,95459,Freestyle Hall Stars,2010,Single
14724,1794694,9184141,Freestyle Province,,Single
14724,17313,9184141,Freestyle Province,,Single
14724,54540,167491,Ghetto Star Killer,2013,Single
6670,1383369,7939140,Ghetto Youss FM,2012,Single
6670,18002,7939140,Ghetto Youss FM,2012,Single
6670,1750,7939140,Ghetto Youss FM,2012,Single
6670,330312,7939140,Ghetto Youss FM,2012,Single
41359,1713897,11919468,Ghetto Youss FM vol.1,2012,Single
41359,27745,11919468,Ghetto Youss FM vol.1,2012,Single
54540,186865,444483,La plakette,2014,Single
2922791,74283,7309502,Loi de la calle,2021,Single
2922791,566498,7309502,Loi de la calle,2021,Single
14724,14010,166316,Né pour vaincre,2013,Single
14724,538835,499830,On a passé l’âge,2015,Single
1303,1507,94849,Paname Boss,2012,Single
14724,1181301,8733311,Parti de rien,2023,Single
14724,674763,3147180,Pas de blessés,2017,Single
14724,13325,5748504,Paye,2020,Single
14724,23012,11982863,Plus pareil,2025,Single
14724,2025176,4991513,Pour le khaliss,2019,Single
14724,2515871,2925903,Printemps blanc,2016,Single
686619,578779,3184627,Réel #4,2017,Single
14724,659506,6939906,Si tu me vois,2021,Single
14724,54218,165421,Tout ça pour un kwaah,2013,Single
577929,136587,5415711,Va niquer ta mère 2,2012,Single
11650,20065,102749,Wild Boy (Remix),2012,Single
11650,16272,102749,Wild Boy (Remix),2012,Single
570317,2986650,7485751,Invisible,2014,Single
21841,582856,2337420,20 minutes de freestyle avec Georgio et bien d’autres dans Planète Rap !,2015,Single
21841,578285,2337420,20 minutes de freestyle avec Georgio et bien d’autres dans Planète Rap !,2015,Single
21841,293795,2337420,20 minutes de freestyle avec Georgio et bien d’autres dans Planète Rap !,2015,Single
21841,396652,2337420,20 minutes de freestyle avec Georgio et bien d’autres dans Planète Rap !,2015,Single
21841,26628,2337420,20 minutes de freestyle avec Georgio et bien d’autres dans Planète Rap !,2015,Single
21841,130322,2337420,20 minutes de freestyle avec Georgio et bien d’autres dans Planète Rap !,2015,Single
21841,401378,2337420,20 minutes de freestyle avec Georgio et bien d’autres dans Planète Rap !,2015,Single
21841,235193,2337420,20 minutes de freestyle avec Georgio et bien d’autres dans Planète Rap !,2015,Single
21841,209666,2337420,20 minutes de freestyle avec Georgio et bien d’autres dans Planète Rap !,2015,Single
2645612,2645612,6591330,Au bord du temps,2020,Single
235193,579473,2331776,Freestyle Paris-Brooklyn #55,2014,Single
235193,21316,2331776,Freestyle Paris-Brooklyn #55,2014,Single
211545,613527,2379194,J’ai connu,2014,Single
1212452,1548756,5338001,Les traîtres (Bonus),2020,Single
790419,338781,3768037,Noir (Remix),2018,Single
790419,1159944,3768037,Noir (Remix),2018,Single
790419,316221,3768037,Noir (Remix),2018,Single
790419,115707,3768037,Noir (Remix),2018,Single
211545,1250958,4882218,Relations,2019,Single
13158,16505,5992501,Anti-social,2020,Single
13158,41763,5992501,Anti-social,2020,Single
13158,192893,5992501,Anti-social,2020,Single
13158,16029,5992501,Anti-social,2020,Single
2022118,223211,10025740,Courave,2024,Single
2922791,2341604,7321250,Faut qu’on s’en aille,2021,Single
2922791,616700,7321250,Faut qu’on s’en aille,2021,Single
2922791,2926582,7321250,Faut qu’on s’en aille,2021,Single
2922791,2387814,7321250,Faut qu’on s’en aille,2021,Single
2922791,2467038,7321250,Faut qu’on s’en aille,2021,Single
2922791,2671200,7321250,Faut qu’on s’en aille,2021,Single
580259,16416,11288068,Freestyle,2021,Single
580259,22327,11288068,Freestyle,2021,Single
580259,222973,11288068,Freestyle,2021,Single
580259,2992883,11288068,Freestyle,2021,Single
580259,1114746,11288068,Freestyle,2021,Single
65817,27126,2316742,Grünt #17,2014,Single
65817,92079,2316742,Grünt #17,2014,Single
65817,223210,2316742,Grünt #17,2014,Single
65817,580258,2316742,Grünt #17,2014,Single
65817,580260,2316742,Grünt #17,2014,Single
65817,580261,2316742,Grünt #17,2014,Single
65817,580262,2316742,Grünt #17,2014,Single
65817,503953,2316742,Grünt #17,2014,Single
65817,14646,7894149,Grünt #48,2022,Single
580259,1126457,3068199,Intro (Le peuple a faim),2015,Single
14103,47260,12054333,ISAKIN,2025,Single
76481,383325,8707414,LEVIATHAN RMX,2023,Single
76481,316708,8707414,LEVIATHAN RMX,2023,Single
76481,25564,8707414,LEVIATHAN RMX,2023,Single
76481,571396,8707414,LEVIATHAN RMX,2023,Single
76481,2598422,8707414,LEVIATHAN RMX,2023,Single
76481,226607,8707414,LEVIATHAN RMX,2023,Single
76242,29569,9565981,PANSEMENT,,Single
1552188,16197,6898343,Rentre dans le Cercle - Saison 3 : Épisode 4,2021,Single
1552188,332629,6898343,Rentre dans le Cercle - Saison 3 : Épisode 4,2021,Single
1552188,2770233,6898343,Rentre dans le Cercle - Saison 3 : Épisode 4,2021,Single
1552188,1480619,6898343,Rentre dans le Cercle - Saison 3 : Épisode 4,2021,Single
66290,584411,11190569,Supercherie,2023,Single
580260,2994374,7506026,Une voix qui sort de l’ombre,2021,Single
2249,14415,9057343,Valar Morghulis,2023,Single
2249,15427,9057343,Valar Morghulis,2023,Single
2249,3253676,9057343,Valar Morghulis,2023,Single
2249,33304,9057343,Valar Morghulis,2023,Single
8659,299788,7706617,CROSSOVER,2022,Single
33304,1222793,9215159,FFF (remix),2023,Single
33304,65122,9215159,FFF (remix),2023,Single
33304,646288,9215159,FFF (remix),2023,Single
33304,14348,9215159,FFF (remix),2023,Single
33304,194339,9215159,FFF (remix),2023,Single
33304,21249,9215159,FFF (remix),2023,Single
15000,671555,3351213,Flammes,2017,Single
182844,52832,434341,Fury,,Single
182844,34093,434341,Fury,,Single
182844,20475,434341,Fury,,Single
182844,53416,434341,Fury,,Single
182844,68618,434341,Fury,,Single
182844,14723,434341,Fury,,Single
8659,2807980,9574347,Incapable,2023,Single
8659,3556420,9574347,Incapable,2023,Single
8659,51855,155266,Levé du bon pied,,Single
1076782,2305547,8178445,Millions de Berrys,2022,Single
8659,15267,9574348,New Slave +,2023,Single
8659,106548,292381,On va l’faire,,Single
8659,317028,2381626,Remets ce disque,2015,Single
1552188,1292948,3895884,Rentre dans le Cercle - Saison 2 : Épisode 6,2018,Single
1552188,544293,3895884,Rentre dans le Cercle - Saison 2 : Épisode 6,2018,Single
1552188,1552972,3895884,Rentre dans le Cercle - Saison 2 : Épisode 6,2018,Single
1552188,1641750,3895884,Rentre dans le Cercle - Saison 2 : Épisode 6,2018,Single
8659,612052,2376849,Reste,2015,Single
8659,19754,4865861,Tel #4,2019,Single
1059835,3093727,3852356,Compte à Rebours : #CAR4,2017,Single
1059835,1532911,3852356,Compte à Rebours : #CAR4,2017,Single
57071,3316065,2052975,Ca n’ment pas,2007,Single
18906,3599377,11462539,Honey Honey,2025,Single
18906,1157262,11462539,Honey Honey,2025,Single
18906,1506247,11462539,Honey Honey,2025,Single
18906,3505970,11462539,Honey Honey,2025,Single
57071,349447,2222527,J’Suis K.O.,,Single
57071,328600,4930867,L’amour ne suffit pas,2019,Single
18217,667653,6655985,Rageux,2004,Single
57071,531762,6503413,Si tu ne te retiens pas,2021,Single
57071,374667,1430381,Tournons la page,2001,Single
57071,3622744,10201495,Tricheur,2024,Single
1908271,2531879,7945106,Ce soir,2022,Single
1908271,1111977,6426552,Du 13 au 06,2021,Single
1908271,182183,7761051,Le son du ghetto,2022,Single
1908271,297016,7138807,Luna,2021,Single
1908271,1234828,11035030,Shark,2024,Single
2078841,2945379,9474140,1er Mandat,2023,Single
1467721,2333003,10592023,69243,2024,Single
1467721,232858,10592023,69243,2024,Single
1467721,1634760,10592023,69243,2024,Single
2078841,2757522,8225377,Birdman & Wheezy (bonus CD),2022,Single
2078841,1124963,8685056,Capone & Darmody,2022,Single
2078841,2643280,11525086,DOUBLE IMPACT,2025,Single
2078841,33305,8685057,Eazy E dans Bureau Ovale,2022,Single
65817,2254123,7739720,Grünt #47,2022,Single
2078841,108113,10272546,L’addition,2024,Single
2078841,660229,11525090,LUMINEUX,2025,Single
2078841,3320601,10272549,Middle Waves,2024,Single
2078841,1783495,10272550,Pickel & Kakuta,2024,Single
2078841,2749737,6812469,Vite Fait 5,2021,Single
14366,98383,275054,100 Personnes,2013,Single
1947,13211,3682799,24 heures à vivre (Remix),2018,Single
1947,13956,3682799,24 heures à vivre (Remix),2018,Single
81009,19118,281599,59,2011,Single
81009,16832,281599,59,2011,Single
81009,37270,370689,"66,5",2010,Single
81009,19593,370689,"66,5",2010,Single
81009,876860,370689,"66,5",2010,Single
81009,44264,370689,"66,5",2010,Single
81009,22885,370689,"66,5",2010,Single
1137725,171967,413619,Arrière Plan,2014,Single
1137725,61450,413619,Arrière Plan,2014,Single
1137725,171966,413619,Arrière Plan,2014,Single
1137725,171970,413619,Arrière Plan,2014,Single
1137725,62338,413619,Arrière Plan,2014,Single
1137725,171969,413619,Arrière Plan,2014,Single
1137725,171968,413619,Arrière Plan,2014,Single
44264,17534,9180928,A vous de voir,2009,Single
1876,21761,131746,Ça glisse,2013,Single
18374,123083,324534,Ce 16 remix,2013,Single
18374,76481,324534,Ce 16 remix,2013,Single
18374,45305,324534,Ce 16 remix,2013,Single
18374,25565,324534,Ce 16 remix,2013,Single
18374,31697,324534,Ce 16 remix,2013,Single
40899,17528,68691,Ce fameux jour,2012,Single
14366,14388,5046344,Ce qu’il nous reste,2020,Single
29569,31696,2347361,C’est pour,2015,Single
29569,19541,2347361,C’est pour,2015,Single
14366,1770,3694353,Comme un prince,2018,Single
14366,16725,85483,Dans la légende,2010,Single
14366,23289,2898312,Déblocage,2010,Single
36535,146332,11068786,Demi Portion x Sprinter x HEMS x Tupan,2024,Single
302531,1270498,661261,Freestyle 01/12/14,2014,Single
302531,84989,661261,Freestyle 01/12/14,2014,Single
302531,47891,661261,Freestyle 01/12/14,2014,Single
302531,182217,661261,Freestyle 01/12/14,2014,Single
302531,143750,661261,Freestyle 01/12/14,2014,Single
302531,47890,661261,Freestyle 01/12/14,2014,Single
1025083,184138,3006736,Freestyle La Brique,2015,Single
1025083,75161,3006736,Freestyle La Brique,2015,Single
1025083,4522086,3006736,Freestyle La Brique,2015,Single
1025083,282606,3006736,Freestyle La Brique,2015,Single
1025083,35370,3006736,Freestyle La Brique,2015,Single
1025083,1089874,3006736,Freestyle La Brique,2015,Single
62796,2665930,6646475,Insolents III,2020,Single
62796,1838622,6646475,Insolents III,2020,Single
62796,1756975,6646475,Insolents III,2020,Single
62796,2665923,6646475,Insolents III,2020,Single
62796,589467,6646475,Insolents III,2020,Single
62796,634526,6646475,Insolents III,2020,Single
62796,1176348,6646475,Insolents III,2020,Single
62796,13158,6646475,Insolents III,2020,Single
62796,142908,6646475,Insolents III,2020,Single
62796,1585432,6646475,Insolents III,2020,Single
62796,3353261,6646475,Insolents III,2020,Single
14366,50530,364606,J’ai du mal à vivre,,Single
14366,1712,5046348,L’addition,2020,Single
14366,21472,382638,Laisse-moi V2,,Single
1834241,75934,8535221,Le Son Des Blockas #2,2023,Single
1834241,2372551,8535221,Le Son Des Blockas #2,2023,Single
1834241,205615,8535221,Le Son Des Blockas #2,2023,Single
1834241,2300220,8535221,Le Son Des Blockas #2,2023,Single
1834241,2625326,8535221,Le Son Des Blockas #2,2023,Single
14366,318372,684370,Loin de toi,2014,Single
35370,135330,9664227,Lune 300,2023,Single
35370,1005495,9664227,Lune 300,2023,Single
35370,45306,9664227,Lune 300,2023,Single
35370,14940,9664227,Lune 300,2023,Single
35370,76242,9664227,Lune 300,2023,Single
35370,30584,9664227,Lune 300,2023,Single
35370,337249,9664227,Lune 300,2023,Single
35370,31135,9664227,Lune 300,2023,Single
35370,1877345,9664227,Lune 300,2023,Single
35370,31126,9664227,Lune 300,2023,Single
14366,12191,5046351,Lyricistes,2020,Single
876860,183956,321756,Ma b**e et ma voix,2013,Single
876860,21834,321756,Ma b**e et ma voix,2013,Single
876860,19217,321756,Ma b**e et ma voix,2013,Single
14366,20063,682032,Mon dico (Remix Clan),2015,Single
28578,1417644,6335516,MV3,2021,Single
81009,21987,278114,N°24012014,2014,Single
81009,21988,278114,N°24012014,2014,Single
27457,1101709,10596846,NO PASARÁN - 20 rappeurs en 9'43 contre le RN,2024,Single
27457,242063,10596846,NO PASARÁN - 20 rappeurs en 9'43 contre le RN,2024,Single
27457,1580013,10596846,NO PASARÁN - 20 rappeurs en 9'43 contre le RN,2024,Single
27457,1623896,10596846,NO PASARÁN - 20 rappeurs en 9'43 contre le RN,2024,Single
27457,1415345,10596846,NO PASARÁN - 20 rappeurs en 9'43 contre le RN,2024,Single
27457,1713995,10596846,NO PASARÁN - 20 rappeurs en 9'43 contre le RN,2024,Single
27457,2034254,10596846,NO PASARÁN - 20 rappeurs en 9'43 contre le RN,2024,Single
27457,2338650,10596846,NO PASARÁN - 20 rappeurs en 9'43 contre le RN,2024,Single
14366,285742,12267683,"On n’oublie pas, pt. 2",2025,Single
149845,1300726,5812693,PCGPCP (Remix),2020,Single
14366,26970,2946166,Planète Rash,2017,Single
14366,54578,2946166,Planète Rash,2017,Single
17534,24682,87349,Quai des brumes,2012,Single
1552188,3391079,3310480,Rentre dans le Cercle - Épisode 8,2017,Single
1552188,1447025,3310480,Rentre dans le Cercle - Épisode 8,2017,Single
1552188,1257169,3310480,Rentre dans le Cercle - Épisode 8,2017,Single
1552188,30627,3310480,Rentre dans le Cercle - Épisode 8,2017,Single
14366,62339,194521,Rien d’plus,,Single
14366,546635,2274336,Sale journée,2015,Single
14366,1025301,2898016,Sauve qui peut,2009,Single
36535,373099,4766413,Street Life,,Single
36535,326049,4766413,Street Life,,Single
2243181,29268,5580798,Système D,2020,Single
2243181,569228,5580798,Système D,2020,Single
2243181,12408,5580798,Système D,2020,Single
2243181,1742787,5580798,Système D,2020,Single
2243181,2046357,5580798,Système D,2020,Single
2243181,1002265,5580798,Système D,2020,Single
13640,84006,249017,Terminus,2013,Single
14366,30735,5046342,Tour du monde,2020,Single
88862,136229,8515899,Traffic de styles,2008,Single
26970,662863,5409019,URGENCES MUSICALES,2020,Single
3257258,181583,8273399,Very Bad Kick #1,,Single
1265,33885,107245,Alger pleure remix,,Single
1265,11625,3120499,Al Jazeerap,,Single
1265,2471,6002,À l’ombre du mâle,2008,Single
1265,12061,719768,À l’ombre du mâle (Seconde Version),,Single
524060,18874,9858314,Animalement rap,2023,Single
1684,2249,5395,Apprentissage (Remix),2012,Single
1684,2248,5395,Apprentissage (Remix),2012,Single
1684,2412,92767,Apprentissage (Remix Légendaire Live),2012,Single
1265,11699,78633,Biopic,2012,Single
1265,1883,178213,Cadavre exquis,2013,Single
1265,56952,178213,Cadavre exquis,2013,Single
271107,38506,1780846,De La Que Tout Part,2015,Single
1273,3034278,104284,Dernier MC (Remix),2012,Single
1273,14653,104284,Dernier MC (Remix),2012,Single
1273,14336,104284,Dernier MC (Remix),2012,Single
