source,target,song_id,song_title,year,album
1696201,988380,6414137,Panam All Starz 2006,2007,Single
1696201,2206103,6414137,Panam All Starz 2006,2007,Single
54250,134102,2872589,Rimes de vampires,2006,Single
1958,144909,4562,Baise les gens,2003,Single
11690,1628560,4069315,C’est Bibus au téléphone,2009,Single
11623,25023,88515,C’est nous les reustas (Remix),2012,Single
326046,1958,94287,Chacun cherche son chat,2003,Single
11471,1367023,123099,Check ça sale pute !,2003,Single
1958,2219308,5526253,Comme Eux,2020,Single
1958,1210579,3224134,Cosmonaute,2017,Single
326046,50894,697735,Expérience de groupe,2003,Single
11690,23664,397239,Juju,2006,Single
1958,102945,3585085,Les statues,2018,Single
74283,92166,5026120,Bouge-moi de là,2019,Single
74283,2015135,5026120,Bouge-moi de là,2019,Single
168832,1636105,5092588,Elams et les 40 voleurs (Épisode 1 - Marseille),2019,Single
2426551,1010065,10914493,Miné,2024,Single
74283,2467038,4055687,VNTM,2018,Single
1054298,40427,4111065,Les Étincelles,2016,Single
1024093,1181301,3816146,Doucement,2018,Single
183957,31736,438039,10 YRS,2014,Single
183957,53889,438039,10 YRS,2014,Single
1546040,188203,9170389,Le son des loups,2005,Single
16508,11854,2840550,CLZO,,Single
37325,25007,5579550,Touche pas,2007,Single
37325,665231,5579550,Touche pas,2007,Single
59247,2189843,6620020,Bled,2021,Single
27261,147606,370308,Les réunions,2014,Single
27261,147605,370308,Les réunions,2014,Single
330438,631033,3064311,Overwatch Rap Battle,2017,Single
1282,33308,2623942,Freestyle Couvre Feu (OKLM),2016,Single
2482765,303232,6634541,Besoin d’aide,2021,Single
2482765,1608262,6634541,Besoin d’aide,2021,Single
2482765,1166531,6634541,Besoin d’aide,2021,Single
2482765,1136776,6634541,Besoin d’aide,2021,Single
2482765,1414976,6634541,Besoin d’aide,2021,Single
303232,1054120,4918111,C’est dingue,2019,Single
1642104,635581,7819405,Je réalise,2018,Single
303232,147505,7819421,La Frappe,2013,Single
303232,1642104,7819421,La Frappe,2013,Single
499870,1068477,4064745,Silence Radio,2018,Single
242064,2396,7163596,J’t’observe,2007,Single
242064,1885271,7163595,La cagoule et les gants,2007,Single
242064,47824,7163593,La porte des secrets,2007,Single
4502564,2719915,6783065,Ahegao,2021,Single
2719915,2797333,9486990,FOURNAISE,2023,Single
2719915,3625386,9486990,FOURNAISE,2023,Single
4148703,2468424,10983465,Zéon Cypher 2024,2024,Single
4148703,2855835,10983465,Zéon Cypher 2024,2024,Single
4148703,3541450,10983465,Zéon Cypher 2024,2024,Single
4148703,2719863,10983465,Zéon Cypher 2024,2024,Single
4148703,2514742,10983465,Zéon Cypher 2024,2024,Single
4148703,3257496,10983465,Zéon Cypher 2024,2024,Single
4148703,4035083,12352836,ZÉON CYPHER 2K25,2025,Single
1794236,2000750,6302278,Abana,2020,Single
1458735,1794236,4482010,Coup de bip,2019,Single
329863,332627,6482018,Danse dans le block,2021,Single
2004,223210,2872058,L’undaground s’exprime 6,2013,Single
1947,65102,340449,Warriorz,2004,Single
70505,983289,2845304,La poignée de Punchlines #50,2015,Single
456864,647438,3921505,Anorak,,Single
3326102,163979,8483997,Cocktail explosif d’hier à aujourd’hui,2012,Single
2426551,566498,10914492,J’oublie pas,2024,Single
2426551,2034128,10914492,J’oublie pas,2024,Single
2426551,20736,10914492,J’oublie pas,2024,Single
1025083,14020,5647421,Morts pour rien,2007,Single
4159334,314635,11012816,Talbin,2023,Single
182217,45306,2382500,Machine à écrire #REMIX,2015,Single
182217,14191,2382500,Machine à écrire #REMIX,2015,Single
1696555,876841,5091954,Elle m’a dit,2020,Single
655167,1713995,5186455,Freestyle #11RappeursASuivre2020,2020,Single
4177322,4375027,11669062,"Grosse tête, grand cœur",2023,Single
3278696,2822133,11389912,Notre père,2024,Single
3278696,2925008,9845022,Oh Nzambe,2023,Single
876841,628794,2710890,R.I.C.O [REMIX],2016,Single
11623,11628,3177438,Vengeance,1999,Single
11623,14178,3177438,Vengeance,1999,Single
1946,41723,4530369,Tant que la foule braille (Rien à foutre),2005,Single
65817,93818,5384229,Grünt #42,2020,Single
13333,80732,323463,Esprit de clan,2001,Single
1713897,1846,4689622,Mec de tess (Remix),2008,Single
21868,1220270,3177456,Tu veux savoir,2000,Single
13259,63888,8215989,90',2022,Single
21316,183055,725117,Au fur et à mesure,2015,Single
13063,1019315,2922366,Avant tu riais,2016,Single
13063,19547,2922368,Esquimaux,2016,Single
33136,18542,128060,La fête est finie,2013,Single
60852,337249,2469578,Freestyle All Shart 2,2016,Single
60852,211972,2469578,Freestyle All Shart 2,2016,Single
60852,128414,2469578,Freestyle All Shart 2,2016,Single
768,13950,5519969,Donnons nous la main (Une chanson pour l’Asie),2005,Single
155061,25022,383307,C’est Gratuit,2014,Single
1958,81671,350252,Une minute à l’écran,2003,Single
81009,21988,241995,68,2011,Single
2426551,69545,10914510,Freestyle 13 organisé 2,2024,Single
2426551,1234828,10914510,Freestyle 13 organisé 2,2024,Single
2426551,182183,10914510,Freestyle 13 organisé 2,2024,Single
2426551,544293,10914510,Freestyle 13 organisé 2,2024,Single
2426551,2387814,10914510,Freestyle 13 organisé 2,2024,Single
2426551,615524,10914510,Freestyle 13 organisé 2,2024,Single
2426551,1165897,10914510,Freestyle 13 organisé 2,2024,Single
2426551,2387811,10914510,Freestyle 13 organisé 2,2024,Single
2426551,1967,10914510,Freestyle 13 organisé 2,2024,Single
2426551,28998,10914510,Freestyle 13 organisé 2,2024,Single
2426551,612071,10914510,Freestyle 13 organisé 2,2024,Single
2426551,1038184,10914510,Freestyle 13 organisé 2,2024,Single
2426551,297016,10914510,Freestyle 13 organisé 2,2024,Single
2426551,327667,10914510,Freestyle 13 organisé 2,2024,Single
2426551,628453,10914510,Freestyle 13 organisé 2,2024,Single
2426551,1415342,10914510,Freestyle 13 organisé 2,2024,Single
2426551,336524,10914510,Freestyle 13 organisé 2,2024,Single
2426551,1965,10914510,Freestyle 13 organisé 2,2024,Single
21472,129011,6970445,La radio du peuple,2005,Single
35370,65122,5266217,Avant la zik,,Single
2313634,2516335,6266055,Hip-hop tiékar (remix),2014,Single
36138,158313,8412725,Hommage à Manifest,,Single
1696201,1155827,6414137,Panam All Starz 2006,2007,Single
54250,667653,2872589,Rimes de vampires,2006,Single
80732,1480702,9184233,Ça vient du cœur,2002,Single
168832,87434,5092588,Elams et les 40 voleurs (Épisode 1 - Marseille),2019,Single
168832,17081,5092588,Elams et les 40 voleurs (Épisode 1 - Marseille),2019,Single
75160,1912431,6725713,Sable,2021,Single
33231,387732,2092347,Banlieue nord,,Single
2074750,33231,5171760,Banlieue Nord,,Single
33231,95328,842517,Bateau toujours,1980,Single
2074750,95454,8103066,Besoin d’amour,,Single
2074750,1009477,5175009,Le coup de téléphone,,Single
2074750,380162,5175009,Le coup de téléphone,,Single
415687,415687,9949143,Sauver l’amour,2011,Single
92272,529446,4886365,Tous les cris les S.O.S.,2019,Single
2200093,655813,11863977,BULTIN BLANC,2025,Single
13063,1604086,2138273,Enorme freestyle de Nekfeu en live dans Planète Rap !,2015,Single
13063,150915,2138273,Enorme freestyle de Nekfeu en live dans Planète Rap !,2015,Single
13063,487065,2138273,Enorme freestyle de Nekfeu en live dans Planète Rap !,2015,Single
13063,165981,2138273,Enorme freestyle de Nekfeu en live dans Planète Rap !,2015,Single
13063,137498,2138273,Enorme freestyle de Nekfeu en live dans Planète Rap !,2015,Single
13063,146430,2138273,Enorme freestyle de Nekfeu en live dans Planète Rap !,2015,Single
13063,489961,2138273,Enorme freestyle de Nekfeu en live dans Planète Rap !,2015,Single
655813,655814,5515712,La Fin Du Film,2020,Single
655813,2938632,9784916,PARRAINS,2023,Single
11574,49643,2966889,Célébration,2009,Single
11574,1706,2966889,Célébration,2009,Single
35421,1262079,4627945,2sans25,2019,Single
133832,641781,4334807,À travers les vagues,2019,Single
133832,13876,4334807,À travers les vagues,2019,Single
133832,452912,4334807,À travers les vagues,2019,Single
147941,2841701,7092835,Bonne étoile,,Single
355135,80193,4321418,Reggae Addicts Connection,2015,Single
355135,133832,4321418,Reggae Addicts Connection,2015,Single
74283,1548756,4352482,À la vida à la muerte,2019,Single
1548756,13327,7354465,Alors,2021,Single
1548756,1084343,7354469,Facile,2021,Single
1548756,218802,5211088,Gangsta Love,2020,Single
2922791,59544,7321206,Je me sens seul,2021,Single
62686,36478,4616740,La cabeza,2019,Single
1548756,1656348,5747969,Ma sœur (Remix),2020,Single
1548756,2113266,7354473,Petite soeur,2021,Single
3622744,2476422,10731193,Petit génie (Italian Remix),2024,Single
1375,1430982,9183866,Freestyle Mec de rue,,Single
15399,33303,7230198,Je pars,1998,Single
2803595,1080562,7304487,4.4.2,2021,Single
2803595,2134154,7304487,4.4.2,2021,Single
2803595,480686,7304487,4.4.2,2021,Single
2803595,2296719,7304487,4.4.2,2021,Single
2803595,2423995,7304487,4.4.2,2021,Single
2803595,563979,8421368,Fréro,2022,Single
2803595,1472608,8421368,Fréro,2022,Single
2426551,2706396,10914495,Il est l’heure,2024,Single
2426551,4125177,10914495,Il est l’heure,2024,Single
2367980,963309,11065867,★ Madre Mia,2024,Single
2367980,3419419,8761165,Oublie-moi (Aydas Remix),2023,Single
16851,12438,696223,Dépasse tes limites,2015,Single
16851,26273,92534,Etre un Homme,,Single
174941,546807,7403801,Hip-hop citoyens,2002,Single
102560,16029,283554,La lutte est en marche,2002,Single
1016334,2932100,7334635,824,2021,Single
1016334,2870811,7334635,824,2021,Single
3001793,3001804,7532221,Aulnay,2021,Single
3001793,1633838,7532221,Aulnay,2021,Single
3001793,1179389,7532221,Aulnay,2021,Single
3001793,1016334,7532221,Aulnay,2021,Single
2894699,2894695,7520603,Petite symphonie de noël,2021,Single
2894699,2894697,7520603,Petite symphonie de noël,2021,Single
2894699,2894696,7520603,Petite symphonie de noël,2021,Single
2894699,2828049,7520603,Petite symphonie de noël,2021,Single
2894699,2998497,7520603,Petite symphonie de noël,2021,Single
2015456,2441009,6450967,"Session freestyle avec Mapess, Iboss & MIG",2021,Single
1375,1696292,9176716,Briser les chaînes,,Single
15427,35220,4482537,En mode vibreur,2009,Single
15427,35223,5067366,Kalash & Lance-pierres,2010,Single
1647137,1941058,7371029,Damoclès,2019,Single
16163,24283,8875571,Horde sauvage,2023,Single
1647137,2552562,4966131,Ombrelune,2019,Single
303232,635581,7819421,La Frappe,2013,Single
4148703,2719863,12353524,Balenci,2025,Single
4502564,4426097,6783043,Les Politiques...,2021,Single
183957,28143,438039,10 YRS,2014,Single
102019,53524,2474053,Le Dezapping - Le Clip,2014,Single
102019,670047,2474053,Le Dezapping - Le Clip,2014,Single
102019,670046,2474053,Le Dezapping - Le Clip,2014,Single
102019,14941,2474053,Le Dezapping - Le Clip,2014,Single
102019,670045,2474053,Le Dezapping - Le Clip,2014,Single
102019,102017,2474053,Le Dezapping - Le Clip,2014,Single
76471,665231,12117473,A LA BASE,2025,Single
2426551,997447,10914510,Freestyle 13 organisé 2,2024,Single
1696201,143258,6414137,Panam All Starz 2006,2007,Single
2531879,2887352,7214590,Amoureuse,2021,Single
2531879,3015262,8627915,Gitana,2022,Single
2531879,2002468,9183110,Obrigado,2023,Single
2531879,1111977,7214597,Sous popo,2021,Single
2531879,1508120,7668309,Toi+Moi,2022,Single
3190656,25782,8088005,Loup dans la zone,2022,Single
41535,2338650,11159665,Bucarest,2024,Single
3025796,3698617,11552594,"ON RÔDE, ON RIDE",2025,Single
13898,1056706,8923758,Fais avec,2006,Single
33308,2397,8305591,Bombattak comeback,2008,Single
30976,126769,5048147,Faut qu’on s’en sorte,2008,Single
584339,335362,4806515,Freestyle Couvre Feu - Spécial Caraïbes,2016,Single
30976,18968,3206145,L’encre du bitume,2008,Single
2396,41622,5285064,Le Rap sera jamais mort,2005,Single
30976,76898,2850997,Ménage à 4,1997,Single
47260,152214,11502903,NOUVELLE ADRESSE,2025,Single
21052,43765,3410924,Pas 2 limite,2007,Single
30976,1465919,8394257,Phenomenal,2022,Single
30976,672759,8394257,Phenomenal,2022,Single
47260,3449604,11502900,SCANNER,2025,Single
30976,2123,2931574,Tel une bombe (Remix),1997,Single
3032121,15230,12272542,RAP MUSIC,2024,Single
3032121,3115983,12272542,RAP MUSIC,2024,Single
27976,308648,2210645,#Red Devils,2015,Single
27976,20233,2210645,#Red Devils,2015,Single
27976,271495,2210645,#Red Devils,2015,Single
27976,136587,2210645,#Red Devils,2015,Single
1908,123450,332340,Bonhomme,2005,Single
2922791,221964,7321110,Ça vire au drame,2021,Single
2922791,1623896,7321110,Ça vire au drame,2021,Single
123450,2434695,8860343,C’est la Rue,2023,Single
12437,1430,140613,Criminel,2017,Single
12437,50231,3092271,J’te donne même pas l’heure (R1000),2017,Single
12437,3587013,7162503,Les tripes,2007,Single
572117,2235836,2442156,Ma vie est une pute,,Single
12437,2483221,2253370,On lâche rien,2013,Single
982389,330312,9181493,On ne sait pas abandonner,2007,Single
12437,2231024,9161513,Prêts à mourir,2007,Single
12437,14866,9181555,Rêves de rue,2007,Single
12437,44465,135732,Sans regrets,2012,Single
566498,3428703,8705099,AirBel Gang,2023,Single
566498,3550421,8705099,AirBel Gang,2023,Single
566498,2210309,8705099,AirBel Gang,2023,Single
566498,3428707,8705099,AirBel Gang,2023,Single
74283,1149644,3042226,L’hiver au quartier,2017,Single
74283,1111978,3042226,L’hiver au quartier,2017,Single
62778,62777,196149,Marseille C’est Cramé,,Single
62778,70302,196149,Marseille C’est Cramé,,Single
17175,664135,8693343,BOMBE A RETARDEMENT,,Single
1750,1366896,68284,C’est l’hématom,2006,Single
1750,1313414,3424241,Les plus belles roses poussent dans la merde,2017,Single
1750,3335365,9183867,On garde espoir,2005,Single
1027327,688249,3688943,Amour (& Cashmire),2018,Single
670020,115707,3102380,Babylone,2017,Single
13948,20192,518510,Big Emceeing Freestyle,2010,Single
13119,22628,149833,Les 15 fanatiques,2010,Single
13119,20038,149833,Les 15 fanatiques,2010,Single
16653,16088,106099,Les 37 fantastiques,2009,Single
13119,81301,244067,L’iceberg,2010,Single
13119,81300,244067,L’iceberg,2010,Single
13119,79541,244067,L’iceberg,2010,Single
13119,23176,244545,Mêmes signatures,2010,Single
115707,1120023,3100007,N&Y,2017,Single
2922791,797875,7321086,Quitte à les décevoir,2021,Single
2922791,332629,7321086,Quitte à les décevoir,2021,Single
13898,3317185,8923752,Pécho la Mix-Tape,2006,Single
13898,297664,9181391,Wanted,,Single
377603,388304,6058808,We Will Rap U,2007,Single
217822,1933909,10879109,Cœur Lourd,2024,Single
1558533,1443462,5958056,Booska Bât 7,2020,Single
105684,671323,2892702,BXXL (T’es matrixé 2),2015,Single
3535939,311882,676554,Né pour briller (Remix),,Single
1558533,2358449,8016492,Plan cash,2022,Single
15427,984362,9183863,Les vampires d’Elm Street,2010,Single
1794664,13007,4524670,Vision panoramique,2007,Single
33290,657439,2454523,Aller simple (Petit pays),2016,Single
33290,1921232,4794298,Arrête ton film (Remix),2011,Single
33290,1974176,7856884,Gwan Gou,2022,Single
33290,201412,4794189,Independent Gyal,2013,Single
33290,1121766,7856890,Laptop,2022,Single
234413,574044,2480929,L’ennemi,2016,Single
33290,2109365,7807298,Le sang,2022,Single
33290,2548260,7856899,Médicaments,2022,Single
33290,372716,7856897,Ouh Baby,2022,Single
33290,592670,4953509,Polémique,2019,Single
33290,468620,10586223,VIP (Radio Release),2024,Single
33290,202572,4792059,Weed,2012,Single
1303,33292,105908,West indies boss,,Single
41297,293795,5696983,CD Vierge,2020,Single
41297,932965,3745910,Izanami,2018,Single
1197739,1264794,9045729,Lassée,2023,Single
316221,331659,3603942,Pogo,2018,Single
2119241,2119241,10731456,Process Pt. 2,2023,Single
1753,645566,3101466,De l’opéra à la plaine 3,2017,Single
1753,2071183,3101466,De l’opéra à la plaine 3,2017,Single
1753,635593,3101466,De l’opéra à la plaine 3,2017,Single
1753,152524,3101466,De l’opéra à la plaine 3,2017,Single
1753,1146194,3101466,De l’opéra à la plaine 3,2017,Single
1753,156174,3101466,De l’opéra à la plaine 3,2017,Single
1753,1150136,3101466,De l’opéra à la plaine 3,2017,Single
1753,1047533,3101466,De l’opéra à la plaine 3,2017,Single
1753,1026996,3101466,De l’opéra à la plaine 3,2017,Single
2962613,2548338,11505132,ANTHEM,2025,Single
2548338,3592007,11639434,Canidés,2025,Single
2542313,2465160,6330022,CHANEL,2021,Single
2548338,1441161,10219536,Facecam,2024,Single
2548338,2325818,9870735,Il commence à pleuvoir,2023,Single
2548338,1908116,8921344,Le nom du film,2023,Single
2548338,3119760,9604783,Woodstock,2023,Single
15427,38859,2490067,Musik meurtrière,2010,Single
27126,304378,4291390,Dernière fois,2019,Single
33004,20223,105413,1km De Rimes,2010,Single
26860,18490,733335,Les papas,2014,Single
13948,1012663,2868394,Saboteurs,2016,Single
2310750,223778,7661749,2:23,2022,Single
2310750,2608048,6494583,Audemars,2020,Single
2310750,1676933,11495046,#BG,2025,Single
1505774,2310750,7831071,Bon Acteur,2022,Single
2310750,2167518,6864198,Chica,2021,Single
2310750,3215346,11495050,DRINK N SEX,2025,Single
2880745,1492258,8894612,Klibr & Friends Ep 4,2022,Single
2310750,2805777,11495048,l ‹3 U,2025,Single
2310750,2578649,8540249,Mayday,2020,Single
2310750,1650901,10268513,SHE LIT,2024,Single
2922791,1713995,7321112,Testarossa,2021,Single
3190656,1630897,8088018,100 Visages,2022,Single
11649,2344010,8920673,Casque intégral,2011,Single
647452,1786549,5207029,Camtar,2019,Single
2933284,344690,7897964,Ah! Les crocodiles,2020,Single
3939850,2603322,11165015,Karmastrophique,,Single
344690,3644506,10531230,La marche du monde,2024,Single
2933284,373325,7900255,L’araignée Gypsie,2020,Single
2933284,372365,7900255,L’araignée Gypsie,2020,Single
2933284,353296,7900255,L’araignée Gypsie,2020,Single
2933284,365722,7900255,L’araignée Gypsie,2020,Single
2933284,3128487,7900255,L’araignée Gypsie,2020,Single
344690,2789167,8656793,Mon Homonyme,,Single
344690,196977,3358426,On ne peut rien faire quand on est petit (Remix Tryo),2017,Single
344690,1497221,10674478,Rock’n Roll,,Single
344690,1018404,10674573,Super Momie,,Single
41622,26564,2381513,Fidèle à moi-même,2005,Single
41622,13864,6331682,La fin des temps,,Single
41622,75766,4257700,Le rap est ma vie,2004,Single
41622,655215,2383256,Les mots qui suffisent,2005,Single
986194,1042584,2926685,L’undaground s’exprime (Chapitre 1),1995,Single
986194,644579,2926685,L’undaground s’exprime (Chapitre 1),1995,Single
986194,111570,2926685,L’undaground s’exprime (Chapitre 1),1995,Single
41622,324637,2383274,Ninety-nine,2005,Single
41622,22732,12107543,Tueurs nés,,Single
17079,14723,113007,Freestyle Daymolition,2012,Single
17080,366381,3108535,Lolita,2017,Single
1552188,146430,3281504,Rentre dans le Cercle - Épisode 6,2017,Single
1552188,1080562,3281504,Rentre dans le Cercle - Épisode 6,2017,Single
19163,13232,121433,Un couplet presque parfait,,Single
263888,17083,2380072,Gier,2009,Single
48881,131775,3028121,La dose,2017,Single
1057474,3467220,3072312,Pull Up Part.1,2017,Single
41670,127586,338609,La réunion des text addicts,2009,Single
16030,664266,6506570,Love à la minute,2021,Single
31628,1037079,6496520,C’est chaud (remix),2010,Single
20616,461057,2863767,Tu Reconnais,2008,Single
373097,2922661,8199104,Ça va commencer ici épisode 5,2022,Single
373097,17090,8199104,Ça va commencer ici épisode 5,2022,Single
17090,1953290,5837561,Initiation,2018,Single
17090,2750076,6851400,Ohlala,2021,Single
17090,3242388,8139126,TPM,2022,Single
2455,137498,6372397,V,2021,Single
12085,502165,2942357,Bakhaw,2017,Single
24799,25202,3223698,Barbarossa 2.0,2014,Single
1646850,1526576,6223024,Cypher Echelon Vol. 1,2020,Single
1646850,2492634,6223024,Cypher Echelon Vol. 1,2020,Single
1646850,2499971,6223024,Cypher Echelon Vol. 1,2020,Single
1646850,2492635,6223024,Cypher Echelon Vol. 1,2020,Single
1646850,2492633,6223024,Cypher Echelon Vol. 1,2020,Single
1946,39193,610572,Fautes de français,2015,Single
12085,664362,2972975,#Jesuispasséchezso : Épisode 3 / Mortal Kombat,2016,Single
1946,145414,610580,Le rap n’est plus (Interlude II),2015,Single
12085,578779,2942356,Ma cité a craqué,2017,Single
1946,48394,610575,Peuple qui danse,2015,Single
1273,480836,2824042,Prends le temps,2016,Single
2248,21120,352895,Toucher mes rêves,2008,Single
1270498,318372,2448956,J’aurai voulu,2015,Single
25314,25313,89381,24 sur 7,,Single
1082548,3193142,9765187,Chao,2023,Single
2502586,15267,9373899,Chaud l’hiver,2023,Single
3943462,2370020,10373941,FAST,2023,Single
3168218,258562,9537214,Memories,2023,Single
182217,634526,737438,Froid glacial,2014,Single
2761424,649082,6880952,Courant,2021,Single
2660939,2174532,6633968,Danger,2021,Single
2818144,1657136,7027891,Edition #2,2021,Single
2818144,2660939,7027891,Edition #2,2021,Single
1958639,659895,8463516,Fly,2021,Single
11701,1794792,7504003,Il ne s’agit que de ça,2014,Single
11701,12408,10284470,Retour au classik,2011,Single
1220264,1539148,7367225,C’est Le B.O.,2001,Single
1155827,12438,686294,Comme des fous,2000,Single
1155827,1898482,5085487,Fat & Furious,2004,Single
1539148,1907889,9917225,On rêve tous d’être Boss,2000,Single
17152,1255120,1501902,À la vie à la mort,2006,Single
30735,17152,3023246,A nouveau,2017,Single
2933284,1952546,7897762,Petit escargot,2020,Single
333221,2007804,4713108,Enfants de la patrie???,2006,Single
333221,186865,5012034,Les voix du sous-sol,2006,Single
15427,2170115,5548588,Banlieue sud (Remix),2010,Single
13119,18275,229575,Déçus par la vie,2013,Single
13119,54703,168229,La danse de l’homme saoul,2013,Single
21868,17154,162397,Comme un homme,,Single
1802820,3183929,8060745,Faut qu’on s’organise,2005,Single
1038407,3132562,7910810,Lettre à mère,2009,Single
3449604,2295622,10577602,AMIRI,2024,Single
2290756,4288667,8063569,Plein de boue,2022,Single
3449604,3709225,11272730,Revolut,2023,Single
2290756,4288693,11386156,Une histoire de chèvre,2022,Single
3449604,1710331,8852709,Yin Yang,2022,Single
3449604,2499588,9575026,YOUNG THUG,2023,Single
633307,633313,2412436,La vérité blesse,2011,Single
633307,633312,2412436,La vérité blesse,2011,Single
1145680,50312,7447649,Vegas,2016,Single
2933284,361223,7891192,Il était un petit homme (Pirouette cacahuète),2020,Single
361223,355279,6609834,La photo,2021,Single
13876,1514991,3317258,La question est why,2017,Single
361223,1426167,11030303,Le chemin,2024,Single
361223,26055,6609858,Sans sommeil,2021,Single
21796,28662,2770829,Faubourg Joie (Codé Remix),2016,Single
2333908,1921605,8135093,Insomnie,2022,Single
2426551,2452271,10914498,Miséria,2024,Single
17296,67043,575760,Dépression,2014,Single
65817,3604269,11050013,Grünt #67,2024,Single
65817,3254684,11050013,Grünt #67,2024,Single
65817,2096401,11050013,Grünt #67,2024,Single
65817,4145446,11050013,Grünt #67,2024,Single
65817,3503404,11050013,Grünt #67,2024,Single
65817,3943137,11050013,Grünt #67,2024,Single
65817,2259603,11050013,Grünt #67,2024,Single
65817,3604252,11050013,Grünt #67,2024,Single
41734,26626,93665,Le singe fume sa cigarette,2012,Single
41734,92079,524874,Rov or Benz,2014,Single
2992883,4052680,12064005,SCOOBYSNAXX,2025,Single
1811204,2010406,8189982,Squad,2018,Single
221964,1580013,6173223,69.93,2020,Single
14348,2863411,7151317,93800,2012,Single
2922791,963309,7321083,À la rue marié,2021,Single
221964,265169,2975817,Double H,2017,Single
313122,140532,3056197,En Mieux,,Single
592670,2201123,5772008,J’ai quitté,2020,Single
221964,2864574,10498160,Malaga,2024,Single
221964,1242021,3943088,Même secteur,2018,Single
221964,1207099,6328829,Quartiers nord,2021,Single
221964,1144818,9575694,"SESSION FREESTYLE avec Hornet La Frappe, L’allemand, GLK, Nahir, La Plaie, Jwles & A2 !",2023,Single
221964,576072,9575694,"SESSION FREESTYLE avec Hornet La Frappe, L’allemand, GLK, Nahir, La Plaie, Jwles & A2 !",2023,Single
221964,659218,8186040,Sur le corner,2022,Single
221964,297007,4368004,Tu payes ou pas [Bonus Track],2018,Single
194923,205615,6146474,Ça me fatigue,2017,Single
62686,128716,2279173,Tout jdid,2015,Single
3777334,4084610,11782156,Isack Hadjar,2025,Single
3952563,3957982,11137812,LEAK,2024,Single
3777334,3731198,10439282,Vanilla,2024,Single
688249,223778,9232022,018 X PLM,2023,Single
688249,651153,9232021,Thugger,2023,Single
102019,147606,2474053,Le Dezapping - Le Clip,2014,Single
3424527,4145446,11945852,Burkin bag,,Single
4145446,3604269,10973822,CITIZEN,2024,Single
4145446,3943137,10973822,CITIZEN,2024,Single
196977,1650126,5222067,2050-2100 XXV,2020,Single
196977,26055,5222067,2050-2100 XXV,2020,Single
196977,4294958,5222067,2050-2100 XXV,2020,Single
196977,73368,5222070,Apocalypticodramatic XXV,2020,Single
188160,196977,1835302,Balèze,2008,Single
196977,1952546,5222074,Ce que l’on s’aime XXV,2020,Single
196977,358972,5222081,C’est un vent XXV,2020,Single
196977,1049948,5222068,Désolé pour hier soir XXV,2020,Single
196977,344398,5222064,Ladilafé XXV,2020,Single
196977,24927,5222077,La misère d’en face XXV,2020,Single
196977,106553,5222083,L’hymne de nos campagnes 2019,2019,Single
196977,555771,5222083,L’hymne de nos campagnes 2019,2019,Single
196977,377702,5222083,L’hymne de nos campagnes 2019,2019,Single
196977,1258582,5222083,L’hymne de nos campagnes 2019,2019,Single
196977,962333,5222083,L’hymne de nos campagnes 2019,2019,Single
2933284,2938962,7352846,Un kilomètre à pied,2021,Single
2933284,354175,7352846,Un kilomètre à pied,2021,Single
196977,664266,5222082,Yakamonéyé XXV,2020,Single
2011526,33292,10216163,Coup de Vent,2024,Single
2438258,3894145,6486187,Bienvenue aux Antilles,2020,Single
2438258,1185839,6486187,Bienvenue aux Antilles,2020,Single
2438258,539735,6486187,Bienvenue aux Antilles,2020,Single
2438258,2604461,6486187,Bienvenue aux Antilles,2020,Single
2438258,2548260,6486187,Bienvenue aux Antilles,2020,Single
2438258,1812565,6486187,Bienvenue aux Antilles,2020,Single
2438258,1454002,6486187,Bienvenue aux Antilles,2020,Single
2410567,1324017,7738338,Cocaïna,2022,Single
535881,2438258,6070257,Kill Bill,2020,Single
2548260,672759,9118311,Oh Baby (Remix),2022,Single
2548260,1674264,6818247,Tralala,2021,Single
1753,1402234,656845,De l’Opéra à la Plaine 2,2011,Single
1753,55329,656845,De l’Opéra à la Plaine 2,2011,Single
1753,152524,656845,De l’Opéra à la Plaine 2,2011,Single
1753,1146195,656845,De l’Opéra à la Plaine 2,2011,Single
1753,1047533,656845,De l’Opéra à la Plaine 2,2011,Single
1753,289738,656845,De l’Opéra à la Plaine 2,2011,Single
1753,1146194,656845,De l’Opéra à la Plaine 2,2011,Single
1753,1087715,656845,De l’Opéra à la Plaine 2,2011,Single
1753,3550421,656845,De l’Opéra à la Plaine 2,2011,Single
1753,31129,656845,De l’Opéra à la Plaine 2,2011,Single
1753,25563,656845,De l’Opéra à la Plaine 2,2011,Single
1753,3303561,656845,De l’Opéra à la Plaine 2,2011,Single
1753,3303560,656845,De l’Opéra à la Plaine 2,2011,Single
1753,3777574,656845,De l’Opéra à la Plaine 2,2011,Single
1753,3303559,656845,De l’Opéra à la Plaine 2,2011,Single
1753,3303558,656845,De l’Opéra à la Plaine 2,2011,Single
373895,106553,8504142,Animaux fragiles,2022,Single
106553,1502007,2252706,Appât de velours,,Single
106553,1257756,1845684,Champs-Élysées,2014,Single
106553,13060,1847261,J’aime Paris au mois de mai,2014,Single
2417783,344398,8433526,Bahia,2022,Single
353809,132050,7469555,La même tribu (Version 2),2018,Single
353809,1257694,7469555,La même tribu (Version 2),2018,Single
353809,365941,7469555,La même tribu (Version 2),2018,Single
353809,1259780,7469555,La même tribu (Version 2),2018,Single
